pressure [db]	time [yyyymmddhhmmssmmm]	chloro fluo [mg chl m-3]	conductivity [ms cm-1]	cpar [%]	depth [m]	fcdom [ppb qse]	in situ density anomaly [kg m-3]	nitrate [umol l-1]	oxygen [umol kg-1]	oxygen [ml l-1]	par [umol m-2 s-1]	potential density anomaly [kg m-3]	potential temperature [degc]	practical salinity [psu]	qc flag	spar [umol m-2 s-1]	temperature [degc]	angular scattering coef at 117° 470 nm [m-1 sr-1]	bbp470 [m-1]	beam transmission 660 nm [%]	beam attenuation coef 660 nm [m-1]	nitrate isus [µmol/l]	oxygen  [ml/l]	oxygen  [umol/kg]	oxygen per sat [µmol/kg]	par ratio [%]	part backscattering coef 470 nm [m-1]	ph	time [second]
5.0		1.3208	4.333141		4.937						28.737		14.851	35.5109	0		14.8517			88.733									
6.0		1.3459	4.333037		5.951						22.323		14.8491	35.5112	0		14.85			88.8463									
7.0		1.398	4.332713		6.945						17.4		14.8456	35.5109	0		14.8467			88.8857									
8.0		1.3457	4.332594		7.939						14.063		14.842	35.5125	0		14.8432			88.9658									
9.0		1.4238	4.331065		8.93						12.11		14.8209	35.5174	0		14.8222			89.2301									
10.0		1.4202	4.336423		9.916						10.545		14.8783	35.5124	0		14.8799			89.1609									
11.0		1.3509	4.335964		10.907						9.5357		14.8737	35.5122	0		14.8754			89.0101									
12.0		1.3498	4.334736		11.898						8.1963		14.8614	35.512	0		14.8632			89.224									
13.0		1.3673	4.338508		12.891						6.6745		14.8999	35.5102	0		14.9018			89.0924									
14.0		1.3696	4.334918		13.881						5.4693		14.863	35.5113	0		14.8651			89.0262									
15.0		1.3907	4.33763		14.861						5.8155		14.8888	35.5116	0		14.891			88.9708									
16.0		1.4362	4.333985		15.861						4.9317		14.8558	35.509	0		14.8583			88.9925									
17.0		1.3868	4.30743		16.862						3.8295		14.5741	35.5275	0		14.5767			89.0715									
18.0		1.3448	4.316851		17.856						2.9994		14.6722	35.5208	0		14.6749			89.7906									
19.0		1.3854	4.32027		18.841						2.9834		14.7052	35.52	0		14.708			90.1461									
20.0		1.3734	4.320964		19.835						2.4146		14.7133	35.5182	0		14.7163			89.7724									
21.0		1.3816	4.311319		20.82						2.0313		14.6045	35.5292	0		14.6077			89.6577									
22.0		1.3921	4.314907		21.811						1.9522		14.6485	35.52	0		14.6517			89.6243									
23.0		1.3371	4.320305		22.808						1.56		14.7034	35.5173	0		14.7068			89.6925									
24.0		1.4006	4.314686		23.788						1.3834		14.6496	35.5167	0		14.6531			89.9111									
25.0		1.33	4.279384		24.79						1.2103		14.2768	35.5398	0		14.2804			90.2272									
26.0		1.3235	4.300242		25.781						0.99578		14.4958	35.5234	0		14.4997			91.0968									
27.0		1.2619	4.306178		26.769						0.78365		14.5528	35.523	0		14.5568			91.0003									
28.0		1.2833	4.308292		27.763						0.71869		14.5728	35.5232	0		14.577			90.632									
29.0		1.2593	4.314878		28.753						0.69363		14.642	35.5187	0		14.6463			90.294									
30.0		1.2812	4.304121		29.738						0.51699		14.5306	35.5239	0		14.5351			90.2461									
31.0		1.2591	4.298791		30.735						0.47835		14.4789	35.5227	0		14.4835			90.22									
32.0		1.2606	4.247042		31.735						0.39569		13.951	35.5402	0		13.9556			90.3795									
33.0		1.2036	4.241947		32.716						0.33815		13.8848	35.5493	0		13.8895			91.3357									
34.0		1.2443	4.234375		33.71						0.2666		13.8127	35.5418	0		13.8175			92.3167									
35.0		1.1363	4.237071		34.695						0.23657		13.8472	35.5328	0		13.8522			93.1117									
36.0		1.1015	4.192815		35.695						0.21041		13.3882	35.5521	0		13.3932			93.4998									
37.0		0.8445	4.187528		36.689						0.17255		13.334	35.5499	0		13.3392			94.3612									
38.0		0.6817	4.189925		37.668						0.13823		13.3555	35.5451	0		13.3608			95.7839									
39.0		0.7329	4.186613		38.665						0.13438		13.3208	35.5452	0		13.3263			95.5597									
40.0		0.7218	4.185923		39.663						0.11199		13.3126	35.5449	0		13.3182			95.7305									
41.0		0.6548	4.185509		40.65						0.090963		13.3065	35.5439	0		13.3122			95.9323									
42.0		0.6322	4.184821		41.644						0.085802		13.298	35.5437	0		13.3039			96.0685									
43.0		0.5956	4.183952		42.64						0.062919		13.2888	35.5432	0		13.2948			96.2193									
44.0		0.497	4.183293		43.618						0.054317		13.2811	35.5425	0		13.2873			96.5979									
45.0		0.4492	4.179418		44.612						0.04678		13.2444	35.54	0		13.2507			96.6577									
46.0		0.4085	4.174602		45.607						0.040339		13.1979	35.5378	0		13.2043			96.9404									
47.0		0.4035	4.170704		46.601						0.031587		13.1581	35.5377	0		13.1646			97.184									
48.0		0.2935	4.165046		47.578						0.022592		13.1036	35.534	0		13.1102			97.6492									
49.0		0.2986	4.1606		48.578						0.016483		13.0602	35.5323	0		13.067			97.6411									
50.0		0.2754	4.159397		49.579						0.01124		13.0478	35.5319	0		13.0546			97.6612									
51.0		0.244	4.157644		50.563						0.004974		13.0303	35.5301	0		13.0373			97.8329									
52.0		0.2231	4.155149		51.552						0.001465		13.0051	35.5294	0		13.0122			97.9076									
53.0		0.2203	4.152708		52.549						0.000779		12.9815	35.5278	0		12.9888			97.9472									
54.0		0.2173	4.149345		53.538						5.1e-05		12.9487	35.5258	0		12.9562			98.0698									
55.0		0.2017	4.146398		54.526						-1e-06		12.92	35.5238	0		12.9275			98.1936									
56.0		0.1852	4.145034		55.521						0.0		12.9054	35.5239	0		12.9131			98.3438									
57.0		0.1857	4.143826		56.512						0.0		12.8915	35.5245	0		12.8993			98.4327									
58.0		0.1755	4.142995		57.494						0.0		12.8824	35.5235	0		12.8903			98.5293									
59.0		0.1561	4.141779		58.491						0.0		12.8691	35.5239	0		12.8771			98.5642									
60.0		0.1529	4.141362		59.492						0.0		12.8636	35.5245	0		12.8718			98.5259									
61.0		0.1456	4.139797		60.479						0.0		12.846	35.5255	0		12.8543			98.5491									
62.0		0.1422	4.132824		61.462						0.0		12.7777	35.5235	0		12.7862			98.6338									
63.0		0.1291	4.126832		62.461						0.0		12.7152	35.5251	0		12.7238			98.7607									
64.0		0.1144	4.125989		63.442						0.0		12.7022	35.5275	0		12.7108			98.8277									
65.0		0.1142	4.125218		64.442						0.0		12.6924	35.5286	0		12.7012			98.8218									
66.0		0.116	4.125277		65.432						0.0		12.6922	35.5283	0		12.7011			98.8189									
67.0		0.1128	4.124789		66.412						0.0		12.6865	35.5279	0		12.6956			98.8418									
68.0		0.1059	4.117482		67.414						0.0		12.615	35.5263	0		12.6242			98.8522									
69.0		0.1016	4.109937		68.415						0.0		12.5391	35.5262	0		12.5483			98.8826									
70.0		0.0998	4.106852		69.403						0.0		12.5084	35.5242	0		12.5178			98.9319									
71.0		0.0994	4.102383		70.385						0.0		12.4634	35.5226	0		12.4729			99.0278									
72.0		0.0884	4.098917		71.379						0.0		12.4283	35.5219	0		12.4379			99.0575									
73.0		0.089	4.091889		72.371						0.0		12.3596	35.5186	0		12.3693			99.0818									
74.0		0.0874	4.089498		73.366						0.0		12.3357	35.5175	0		12.3455			99.0973									
75.0		0.0853	4.087445		74.362						0.0		12.3135	35.518	0		12.3235			99.1222									
76.0		0.0757	4.086298		75.34						0.0		12.3007	35.5168	0		12.3108			99.1861									
77.0		0.0729	4.085899		76.335						0.0		12.296	35.5167	0		12.3062			99.166									
78.0		0.0696	4.084608		77.331						0.0		12.2823	35.5165	0		12.2927			99.1612									
79.0		0.0722	4.082397		78.317						0.0		12.2597	35.5158	0		12.2701			99.2284									
80.0		0.0632	4.081767		79.307						0.0		12.2525	35.5158	0		12.2631			99.1524									
81.0		0.0636	4.080691		80.313						0.0		12.2417	35.5152	0		12.2525			99.2013									
82.0		0.0671	4.079528		81.309						0.0		12.2294	35.5149	0		12.2403			99.2376									
83.0		0.0752	4.078937		82.28						0.0		12.2231	35.514	0		12.2341			99.2418									
84.0		0.0715	4.078286		83.281						0.0		12.2162	35.5139	0		12.2273			99.2697									
85.0		0.0653	4.076209		84.273						0.0		12.1951	35.5132	0		12.2064			99.2577									
86.0		0.0603	4.073668		85.258						0.0		12.1699	35.5122	0		12.1812			99.2392									
87.0		0.062	4.072831		86.251						0.0		12.1604	35.5123	0		12.1719			99.2295									
88.0		0.0599	4.071623		87.234						0.0		12.1486	35.5109	0		12.1602			99.2651									
89.0		0.0534	4.067508		88.23						0.0		12.1083	35.5092	0		12.12			99.2958									
90.0		0.0567	4.066385		89.234						0.0		12.0964	35.509	0		12.1083			99.3156									
91.0		0.0616	4.065404		90.211						0.0		12.086	35.5083	0		12.098			99.3692									
92.0		0.0547	4.064125		91.189						0.0		12.0729	35.5076	0		12.0849			99.4117									
93.0		0.0511	4.063079		92.192						0.0		12.0625	35.5069	0		12.0746			99.3605									
94.0		0.0495	4.061967		93.198						0.0		12.0506	35.5069	0		12.0629			99.3759									
95.0		0.0497	4.061463		94.181						0.0		12.0449	35.5064	0		12.0574			99.4014									
96.0		0.0448	4.060964		95.17						0.0		12.0394	35.506	0		12.052			99.4059									
97.0		0.0472	4.060777		96.155						0.0		12.0368	35.5058	0		12.0495			99.398									
98.0		0.0547	4.060098		97.14						0.0		12.0289	35.5061	0		12.0417			99.4									
99.0		0.0537	4.059226		98.139						0.0		12.019	35.5066	0		12.032			99.4403									
100.0		0.0502	4.058904		99.138						0.0		12.015	35.5067	0		12.0281			99.4005									
101.0		0.0464	4.058151		100.12						0.0		12.0068	35.5065	0		12.0201			99.4285									
102.0		0.0444	4.056723		101.113						0.0		11.9903	35.508	0		12.0036			99.4386									
103.0		0.049	4.056945		102.105						0.0		11.989	35.5106	0		12.0025			99.4739									
104.0		0.0484	4.057805		103.092						0.0		11.9946	35.5127	0		12.0083			99.488									
105.0		0.0448	4.057645		104.09						0.0		11.9921	35.513	0		12.0058			99.488									
106.0		0.0396	4.057994		105.083						0.0		11.994	35.514	0		12.0078			99.481									
107.0		0.0434	4.057612		106.067						0.0		11.9897	35.5137	0		12.0037			99.4646									
108.0		0.0452	4.057565		107.061						0.0		11.9883	35.514	0		12.0024			99.4854									
109.0		0.0468	4.057402		108.049						0.0		11.986	35.5141	0		12.0002			99.4978									
110.0		0.0457	4.056837		109.039						0.0		11.9796	35.5142	0		11.994			99.4893									
111.0		0.0424	4.056672		110.029						0.0		11.9768	35.5147	0		11.9913			99.5031									
112.0		0.0394	4.056769		111.016						0.0		11.9765	35.5153	0		11.9911			99.4849									
113.0		0.0399	4.056721		112.017						0.0		11.9748	35.5158	0		11.9896			99.5062									
114.0		0.048	4.056807		113.004						0.0		11.9746	35.5163	0		11.9894			99.482									
115.0		0.0545	4.056929		113.988						0.0		11.9742	35.5172	0		11.9892			99.4626									
116.0		0.0502	4.056857		114.986						0.0		11.9721	35.518	0		11.9872			99.4191									
117.0		0.0469	4.056292		115.992						0.0		11.966	35.5178	0		11.9813			99.4703									
118.0		0.041	4.055371		116.974						0.0		11.956	35.5179	0		11.9714			99.5171									
119.0		0.0396	4.054615		117.957						0.0		11.9473	35.5182	0		11.9628			99.5143									
120.0		0.0423	4.054357		118.95						0.0		11.9442	35.5181	0		11.9598			99.4686									
121.0		0.0517	4.054358		119.935						0.0		11.9426	35.5189	0		11.9584			99.5334									
122.0		0.0424	4.055088		120.935						0.0		11.9464	35.5217	0		11.9623			99.5282									
123.0		0.0324	4.055892		121.92						0.0		11.951	35.5245	0		11.9671			99.5263									
124.0		0.0361	4.056075		122.912						0.0		11.9509	35.5259	0		11.967			99.5761									
125.0		0.0369	4.05616		123.91						0.0		11.9503	35.5267	0		11.9666			99.5661									
126.0		0.0437	4.053726		124.893						0.0		11.9285	35.5236	0		11.9449			99.5561									
127.0		0.0467	4.049379		125.89						0.0		11.89	35.5179	0		11.9065			99.579									
128.0		0.0363	4.046245		126.877						0.0		11.8623	35.5134	0		11.879			99.5596									
129.0		0.0392	4.045788		127.868						0.0		11.8573	35.5131	0		11.874			99.5785									
130.0		0.0422	4.045392		128.862						0.0		11.8515	35.514	0		11.8684			99.5803									
131.0		0.0389	4.045082		129.85						0.0		11.8476	35.5138	0		11.8646			99.5642									
132.0		0.0371	4.045275		130.843						0.0		11.8477	35.5148	0		11.8649			99.5655									
133.0		0.0328	4.045053		131.847						0.0		11.845	35.5147	0		11.8622			99.5687									
134.0		0.0385	4.045379		132.827						0.0		11.8465	35.5156	0		11.8639			99.5712									
135.0		0.0379	4.046452		133.816						0.0		11.8541	35.5178	0		11.8717			99.5711									
136.0		0.0361	4.049455		134.811						0.0		11.8763	35.5249	0		11.894			99.5558									
137.0		0.0388	4.051214		135.796						0.0		11.8893	35.5291	0		11.9071			99.5717									
138.0		0.0303	4.053189		136.779						0.0		11.9012	35.5364	0		11.9191			99.6166									
139.0		0.0322	4.055249		137.779						0.0		11.9155	35.5421	0		11.9336			99.5915									
140.0		0.035	4.056967		138.778						0.0		11.9277	35.5464	0		11.946			99.5933									
141.0		0.0317	4.057184		139.762						0.0		11.9272	35.5488	0		11.9456			99.6102									
142.0		0.0335	4.058393		140.751						0.0		11.933	35.5546	0		11.9516			99.6171									
143.0		0.0314	4.059325		141.745						0.0		11.9386	35.5579	0		11.9572			99.6166									
144.0		0.0295	4.05828		142.732						0.0		11.9289	35.5567	0		11.9477			99.5525									
145.0		0.0307	4.057473		143.72						0.0		11.9213	35.5559	0		11.9402			99.5955									
146.0		0.0312	4.054091		144.713						0.0		11.8913	35.5516	0		11.9103			99.5649									
147.0		0.0321	4.050623		145.704						0.0		11.8609	35.5464	0		11.8801			99.5888									
148.0		0.0327	4.046676		146.689						0.0		11.8263	35.5408	0		11.8455			99.6145									
149.0		0.031	4.046021		147.682						0.0		11.8182	35.5414	0		11.8376			99.6333									
150.0		0.0311	4.047021		148.675						0.0		11.8257	35.5431	0		11.8452			99.6331									
151.0		0.0299	4.045279		149.672						0.0		11.8094	35.5413	0		11.829			99.6122									
152.0		0.0293	4.042133		150.659						0.0		11.7805	35.5376	0		11.8002			99.5587									
153.0		0.0342	4.041052		151.641						0.0		11.7699	35.5366	0		11.7897			99.6157									
154.0		0.0292	4.039767		152.642						0.0		11.7583	35.5347	0		11.7782			99.597									
155.0		0.0286	4.038008		153.646						0.0		11.7421	35.5325	0		11.7621			99.6012									
156.0		0.0351	4.036507		154.634						0.0		11.7276	35.5309	0		11.7477			99.6101									
157.0		0.034	4.034926		155.613						0.0		11.7131	35.5284	0		11.7333			99.594									
158.0		0.0309	4.033746		156.606						0.0		11.7018	35.5272	0		11.7222			99.5913									
159.0		0.031	4.031858		157.603						0.0		11.6842	35.5252	0		11.7047			99.611									
160.0		0.0323	4.028971		158.593						0.0		11.6561	35.5233	0		11.6767			99.6143									
161.0		0.0375	4.027873		159.575						0.0		11.6431	35.524	0		11.6638			99.6212									
162.0		0.0318	4.029105		160.575						0.0		11.6498	35.5288	0		11.6707			99.6303									
163.0		0.0305	4.029488		161.558						0.0		11.6518	35.5297	0		11.6727			99.6116									
164.0		0.0325	4.031643		162.538						0.0		11.6654	35.5367	0		11.6865			99.5911									
165.0		0.0301	4.030924		163.537						0.0		11.6581	35.5361	0		11.6793			99.6107									
166.0		0.0297	4.03052		164.53						0.0		11.6539	35.5356	0		11.6752			99.6171									
167.0		0.0275	4.030704		165.524						0.0		11.6541	35.5366	0		11.6756			99.5989									
168.0		0.033	4.031292		166.511						0.0		11.6576	35.5382	0		11.6793			99.5816									
169.0		0.0301	4.031129		167.491						0.0		11.6537	35.5398	0		11.6755			99.636									
170.0		0.0489	4.030887		168.489						0.0		11.6506	35.54	0		11.6724			99.6228									
171.0		0.0399	4.030679		169.481						0.0		11.648	35.5399	0		11.67			99.6233									
172.0		0.0366	4.03022		170.481						0.0		11.643	35.5396	0		11.6652			99.606									
173.0		0.0386	4.029517		171.466						0.0		11.6361	35.5388	0		11.6583			99.6107									
174.0		0.0393	4.027776		172.451						0.0		11.6201	35.5366	0		11.6425			99.5768									
175.0		0.0281	4.026617		173.437						0.0		11.6086	35.5358	0		11.6311			99.5875									
176.0		0.0298	4.026525		174.432						0.0		11.6057	35.537	0		11.6283			99.5891									
177.0		0.0277	4.02617		175.432						0.0		11.6012	35.5373	0		11.6239			99.6155									
178.0		0.0247	4.026002		176.421						0.0		11.599	35.5371	0		11.6219			99.6167									
179.0		0.0284	4.026035		177.399						0.0		11.5988	35.5368	0		11.6218			99.6126									
180.0		0.0302	4.02565		178.395						0.0		11.5945	35.5366	0		11.6176			99.5498									
181.0		0.0276	4.025224		179.395						0.0		11.5902	35.536	0		11.6134			99.5766									
182.0		0.0247	4.022941		180.38						0.0		11.5684	35.5343	0		11.5917			99.6149									
183.0		0.0278	4.0217		181.37						0.0		11.5565	35.533	0		11.5799			99.6032									
184.0		0.0255	4.018986		182.362						0.0		11.5303	35.5312	0		11.5538			99.6095									
185.0		0.0271	4.018915		183.352						0.0		11.5291	35.5307	0		11.5528			99.6265									
186.0		0.0324	4.018239		184.337						0.0		11.5223	35.5299	0		11.546			99.6408									
187.0		0.0313	4.017201		185.325						0.0		11.5119	35.5291	0		11.5358			99.6153									
188.0		0.0314	4.01701		186.318						0.0		11.5097	35.5287	0		11.5337			99.5831									
189.0		0.0352	4.016618		187.318						0.0		11.5054	35.5284	0		11.5295			99.5555									
190.0		0.0348	4.015912		188.316						0.0		11.4984	35.5276	0		11.5227			99.6181									
191.0		0.0258	4.014988		189.288						0.0		11.4895	35.5262	0		11.5139			99.6438									
192.0		0.0283	4.012951		190.28						0.0		11.4703	35.5244	0		11.4948			99.6419									
193.0		0.0262	4.011585		191.272						0.0		11.4573	35.5229	0		11.4819			99.6321									
194.0		0.026	4.010715		192.27						0.0		11.4487	35.5221	0		11.4735			99.6177									
195.0		0.0322	4.009796		193.27						0.0		11.4393	35.5216	0		11.4641			99.6227									
196.0		0.0287	4.008153		194.25						0.0		11.4232	35.5201	0		11.4481			99.649									
197.0		0.0278	4.00818		195.236						0.0		11.422	35.5206	0		11.4471			99.6143									
198.0		0.0259	4.008426		196.224						0.0		11.4231	35.5213	0		11.4483			99.6085									
199.0		0.0269	4.008301		197.215						0.0		11.4211	35.5214	0		11.4465			99.6171									
200.0		0.0305	4.005547		198.205						0.0		11.3964	35.5178	0		11.4218			99.6172									
201.0		0.0322	4.005003		199.209						0.0		11.3901	35.5179	0		11.4156			99.6283									
202.0		0.0329	4.005226		200.206						0.0		11.3907	35.5187	0		11.4164			99.6217									
203.0		0.0268	4.00525		201.173						0.0		11.3898	35.5189	0		11.4156			99.5915									
204.0		0.0224	4.005064		202.168						0.0		11.3875	35.5186	0		11.4135			99.6355									
205.0		0.0235	4.004702		203.17						0.0		11.3838	35.518	0		11.4099			99.5953									
206.0		0.0249	4.004339		204.161						0.0		11.38	35.5176	0		11.4061			99.6234									
207.0		0.0255	4.004154		205.145						0.0		11.3779	35.5169	0		11.4042			99.638									
208.0		0.0277	4.003509		206.125						0.0		11.3713	35.5163	0		11.3977			99.6321									
209.0		0.0279	4.00206		207.122						0.0		11.3572	35.5152	0		11.3837			99.643									
210.0		0.0254	4.001926		208.115						0.0		11.3553	35.5151	0		11.382			99.6417									
211.0		0.0237	4.001891		209.112						0.0		11.3543	35.5151	0		11.3811			99.6418									
212.0		0.0251	4.001357		210.101						0.0		11.349	35.5144	0		11.3758			99.6199									
213.0		0.0247	4.000026		211.09						0.0		11.3362	35.5131	0		11.3632			99.6356									
214.0		0.0252	3.998599		212.06						0.0		11.323	35.5111	0		11.3501			99.6236									
215.0		0.0266	3.99745		213.063						0.0		11.3122	35.5098	0		11.3394			99.6434									
216.0		0.0244	3.996755		214.058						0.0		11.3054	35.5088	0		11.3328			99.6516									
217.0		0.0258	3.996368		215.061						0.0		11.3015	35.5083	0		11.3289			99.6527									
218.0		0.0241	3.995972		216.055						0.0		11.2975	35.5074	0		11.3251			99.6309									
219.0		0.0287	3.995359		217.024						0.0		11.2911	35.5067	0		11.3188			99.6477									
220.0		0.0288	3.994759		218.026						0.0		11.2849	35.5062	0		11.3127			99.64									
221.0		0.0278	3.994564		219.017						0.0		11.2823	35.5061	0		11.3102			99.6368									
222.0		0.0231	3.994431		219.999						0.0		11.2803	35.506	0		11.3083			99.6219									
223.0		0.0227	3.994458		220.985						0.0		11.2793	35.5065	0		11.3075			99.6393									
224.0		0.0207	3.99441		221.977						0.0		11.277	35.5077	0		11.3052			99.6455									
225.0		0.0196	3.99432		222.971						0.0		11.2743	35.5088	0		11.3027			99.643									
226.0		0.0205	3.994126		223.975						0.0		11.2711	35.5094	0		11.2997			99.6419									
227.0		0.0274	3.994117		224.955						0.0		11.2705	35.5093	0		11.2991			99.6282									
228.0		0.0302	3.99384		225.94						0.0		11.2663	35.51	0		11.2951			99.6549									
229.0		0.0322	3.993648		226.935						0.0		11.2638	35.5098	0		11.2927			99.6254									
230.0		0.0316	3.993456		227.925						0.0		11.2614	35.5097	0		11.2904			99.6552									
231.0		0.0304	3.993199		228.911						0.0		11.2585	35.5094	0		11.2877			99.5775									
232.0		0.0245	3.993101		229.909						0.0		11.257	35.5093	0		11.2863			99.6231									
233.0		0.0211	3.992926		230.905						0.0		11.2547	35.5092	0		11.2841			99.6417									
234.0		0.0247	3.993038		231.883						0.0		11.255	35.5092	0		11.2846			99.6382									
235.0		0.023	3.993091		232.876						0.0		11.2544	35.5098	0		11.2841			99.6151									
236.0		0.0241	3.993858		233.868						0.0		11.2591	35.5122	0		11.2889			99.6079									
237.0		0.0262	3.995411		234.857						0.0		11.2699	35.5162	0		11.2999			99.6304									
238.0		0.0299	3.995873		235.85						0.0		11.2732	35.517	0		11.3033			99.6227									
239.0		0.0256	3.995511		236.847						0.0		11.2696	35.5165	0		11.2998			99.6203									
240.0		0.026	3.994999		237.824						0.0		11.2648	35.5156	0		11.2952			99.6223									
241.0		0.0287	3.994642		238.815						0.0		11.2603	35.516	0		11.2907			99.6065									
242.0		0.0287	3.994785		239.815						0.0		11.2601	35.517	0		11.2907			99.6415									
243.0		0.0376	3.994186		240.804						0.0		11.2538	35.5167	0		11.2845			99.6484									
244.0		0.05	3.993849		241.787						0.0		11.2502	35.5162	0		11.281			99.651									
245.0		0.0385	3.99369		242.779						0.0		11.2481	35.5162	0		11.279			99.6471									
246.0		0.0306	3.99336		243.778						0.0		11.2443	35.516	0		11.2754			99.6528									
247.0		0.0285	3.993539		244.75						0.0		11.2455	35.5159	0		11.2767			99.6535									
248.0		0.0292	3.993246		245.745						0.0		11.2411	35.5168	0		11.2724			99.6667									
249.0		0.0292	3.993413		246.739						0.0		11.2414	35.5176	0		11.2728			99.6473									
250.0		0.0343	3.993381		247.739						0.0		11.2401	35.5179	0		11.2716			99.617									
251.0		0.0281	3.993391		248.73						0.0		11.2395	35.518	0		11.2712			99.6598									
252.0		0.025	3.993384		249.719						0.0		11.239	35.5178	0		11.2708			99.6376									
253.0		0.0239	3.993272		250.696						0.0		11.237	35.518	0		11.269			99.6678									
254.0		0.0256	3.993119		251.69						0.0		11.2351	35.5178	0		11.2672			99.6658									
255.0		0.0243	3.992699		252.679						0.0		11.231	35.5171	0		11.2632			99.6703									
256.0		0.0251	3.99208		253.672						0.0		11.2251	35.5162	0		11.2574			99.6674									
257.0		0.0234	3.991463		254.671						0.0		11.2192	35.5153	0		11.2516			99.6689									
258.0		0.0222	3.991127		255.667						0.0		11.2159	35.5146	0		11.2484			99.6471									
259.0		0.0284	3.990894		256.635						0.0		11.2137	35.5137	0		11.2464			99.5366									
260.0		0.0301	3.988837		257.636						0.0		11.1951	35.5111	0		11.2278			99.6645									
261.0		0.0265	3.988433		258.629						0.0		11.1911	35.5102	0		11.224			99.6678									
262.0		0.0232	3.988288		259.618						0.0		11.1893	35.5099	0		11.2223			99.6898									
263.0		0.0212	3.987482		260.608						0.0		11.1813	35.5092	0		11.2144			99.6544									
264.0		0.0248	3.986642		261.603						0.0		11.173	35.5083	0		11.2062			99.6564									
265.0		0.0262	3.988465		262.575						0.0		11.1891	35.5096	0		11.2224			99.6604									
266.0		0.0246	3.986118		263.569						0.0		11.167	35.5074	0		11.2005			99.6955									
267.0		0.0245	3.985912		264.568						0.0		11.1646	35.5072	0		11.1982			99.6947									
268.0		0.0244	3.985852		265.567						0.0		11.1635	35.507	0		11.1972			99.6629									
269.0		0.0216	3.985759		266.558						0.0		11.1621	35.5068	0		11.196			99.6897									
270.0		0.0216	3.985875		267.538						0.0		11.1627	35.5067	0		11.1967			99.678									
271.0		0.021	3.985913		268.526						0.0		11.1617	35.5073	0		11.1958			99.7045									
272.0		0.0222	3.986759		269.515						0.0		11.1669	35.5099	0		11.2012			99.6937									
273.0		0.0231	3.987062		270.504						0.0		11.1687	35.5106	0		11.2031			99.6925									
274.0		0.0249	3.987095		271.502						0.0		11.1684	35.5107	0		11.2029			99.6935									
275.0		0.0255	3.987275		272.502						0.0		11.1694	35.5108	0		11.2041			99.6961									
276.0		0.0306	3.987265		273.472						0.0		11.1689	35.5107	0		11.2037			99.6912									
277.0		0.0282	3.986909		274.463						0.0		11.1652	35.5103	0		11.2001			99.6761									
278.0		0.0243	3.986773		275.465						0.0		11.163	35.5105	0		11.198			99.6943									
279.0		0.0205	3.987046		276.459						0.0		11.1645	35.5111	0		11.1997			99.6937									
280.0		0.0277	3.987287		277.445						0.0		11.1663	35.5111	0		11.2016			99.6936									
281.0		0.0296	3.98764		278.419						0.0		11.1683	35.5122	0		11.2036			99.7121									
282.0		0.0242	3.988195		279.416						0.0		11.1719	35.5136	0		11.2074			99.6797									
283.0		0.0233	3.988253		280.416						0.0		11.1717	35.5137	0		11.2073			99.6761									
284.0		0.0245	3.987828		281.415						0.0		11.1672	35.5134	0		11.203			99.6751									
285.0		0.0231	3.987711		282.392						0.0		11.165	35.5138	0		11.2009			99.6855									
286.0		0.0223	3.987665		283.379						0.0		11.1638	35.514	0		11.1998			99.6805									
287.0		0.0219	3.987747		284.376						0.0		11.1636	35.5144	0		11.1998			99.6822									
288.0		0.0211	3.987801		285.357						0.0		11.1635	35.5145	0		11.1998			99.7045									
289.0		0.0208	3.987266		286.35						0.0		11.1581	35.5139	0		11.1945			99.6908									
290.0		0.0214	3.986325		287.342						0.0		11.149	35.5129	0		11.1855			99.7105									
291.0		0.0198	3.98612		288.332						0.0		11.1465	35.5128	0		11.1831			99.7023									
292.0		0.0219	3.985713		289.329						0.0		11.1421	35.5124	0		11.1789			99.7025									
293.0		0.0258	3.985842		290.314						0.0		11.1427	35.5124	0		11.1796			99.7136									
294.0		0.0322	3.985326		291.296						0.0		11.1373	35.512	0		11.1742			99.716									
295.0		0.0264	3.985193		292.289						0.0		11.1354	35.5119	0		11.1725			99.6845									
296.0		0.0192	3.98521		293.286						0.0		11.1349	35.5119	0		11.1722			99.7082									
297.0		0.0187	3.985734		294.282						0.0		11.1387	35.5128	0		11.176			99.7103									
298.0		0.0287	3.9859		295.255						0.0		11.1394	35.5132	0		11.1768			99.714									
299.0		0.0254	3.985805		296.247						0.0		11.1377	35.5132	0		11.1754			99.7208									
300.0		0.0219	3.985756		297.243						0.0		11.1361	35.5138	0		11.1739			99.707									
301.0		0.0201	3.985824		298.247						0.0		11.1359	35.5141	0		11.1738			99.6993									
302.0		0.0226	3.985875		299.222						0.0		11.1361	35.5138	0		11.1741			99.7038									
303.0		0.0223	3.985565		300.209						0.0		11.1318	35.5144	0		11.1699			99.7016									
304.0		0.0215	3.985432		301.201						0.0		11.1295	35.5148	0		11.1677			99.6982									
305.0		0.0206	3.985455		302.196						0.0		11.1291	35.5147	0		11.1675			99.7142									
306.0		0.0214	3.985502		303.185						0.0		11.1288	35.5149	0		11.1673			99.7206									
307.0		0.0239	3.985394		304.176						0.0		11.127	35.515	0		11.1657			99.7206									
308.0		0.0271	3.985292		305.168						0.0		11.1254	35.515	0		11.1642			99.7303									
309.0		0.024	3.985164		306.159						0.0		11.1231	35.5154	0		11.162			99.721									
